POTENTIALID,ACTIVITY_TIMESTAMP,ACTIVITY,CONTACTID,ACCOUNTID,INVOICEGRANDTOTAL,DEALSTAGE,EMAIL_VOC,CALL_VOC,EVENT_VOC,QUOTE_VOC,SALESORDER_VOC,INVOICE_VOC,CLASS_TAG
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T11:56:23.188851,meeting,CONTACT30,ACCOUNT30,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T12:06:23.188851,call,CONTACT30,ACCOUNT30,,proposal,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T12:16:23.188851,quote,CONTACT30,ACCOUNT30,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T12:26:23.188851,salesorder,CONTACT30,ACCOUNT30,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
9f91a321-194e-4a91-af6d-dbf8861fcf64,2025-06-20T12:36:23.188851,invoice,CONTACT30,ACCOUNT30,5737,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T11:46:23.188851,mail,CONTACT7,ACCOUNT7,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T11:56:23.188851,meeting,CONTACT7,ACCOUNT7,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T12:06:23.188851,call,CONTACT7,ACCOUNT7,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T12:16:23.188851,quote,CONTACT7,ACCOUNT7,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T12:26:23.188851,salesorder,CONTACT7,ACCOUNT7,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
a0cd08d1-d92c-47ae-9919-19aa59d97e05,2025-06-13T12:36:23.188851,invoice,CONTACT7,ACCOUNT7,9347,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T11:46:23.195106,mail,CONTACT11,ACCOUNT11,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T11:56:23.195106,call,CONTACT11,ACCOUNT11,,qualification,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:06:23.195106,call,CONTACT11,ACCOUNT11,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:16:23.195106,meeting,CONTACT11,ACCOUNT11,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:26:23.195106,call,CONTACT11,ACCOUNT11,,negotiation,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:36:23.195106,quote,CONTACT11,ACCOUNT11,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:46:23.195106,salesorder,CONTACT11,ACCOUNT11,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
a20fff3e-04f3-4496-a7bc-d8c357d32974,2025-06-06T12:56:23.195106,invoice,CONTACT11,ACCOUNT11,9925,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T11:46:23.188851,mail,CONTACT33,ACCOUNT33,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T11:56:23.188851,meeting,CONTACT33,ACCOUNT33,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T12:06:23.188851,call,CONTACT33,ACCOUNT33,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T12:16:23.188851,quote,CONTACT33,ACCOUNT33,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T12:26:23.188851,salesorder,CONTACT33,ACCOUNT33,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
a2139274-f81d-41ec-8f4b-b030ff09ba05,2025-06-16T12:36:23.188851,invoice,CONTACT33,ACCOUNT33,1212,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T11:46:23.195106,mail,CONTACT2,ACCOUNT2,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T11:56:23.195106,call,CONTACT2,ACCOUNT2,,qualification,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:06:23.195106,call,CONTACT2,ACCOUNT2,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:16:23.195106,meeting,CONTACT2,ACCOUNT2,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:26:23.195106,call,CONTACT2,ACCOUNT2,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:36:23.195106,quote,CONTACT2,ACCOUNT2,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:46:23.195106,salesorder,CONTACT2,ACCOUNT2,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
ab579955-4911-4d0f-8350-eb6040523136,2025-06-14T12:56:23.195106,invoice,CONTACT2,ACCOUNT2,5293,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T11:46:23.195106,mail,CONTACT26,ACCOUNT26,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T11:56:23.195106,call,CONTACT26,ACCOUNT26,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:06:23.195106,call,CONTACT26,ACCOUNT26,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:16:23.195106,meeting,CONTACT26,ACCOUNT26,,proposal,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:26:23.195106,call,CONTACT26,ACCOUNT26,,negotiation,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:36:23.195106,quote,CONTACT26,ACCOUNT26,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:46:23.195106,salesorder,CONTACT26,ACCOUNT26,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
abfd831a-2c10-4386-b3c6-9278827ecb71,2025-06-02T12:56:23.195106,invoice,CONTACT26,ACCOUNT26,2156,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T11:46:23.188851,mail,CONTACT21,ACCOUNT21,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T11:56:23.188851,meeting,CONTACT21,ACCOUNT21,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T12:06:23.188851,call,CONTACT21,ACCOUNT21,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T12:16:23.188851,quote,CONTACT21,ACCOUNT21,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T12:26:23.188851,salesorder,CONTACT21,ACCOUNT21,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
ae99eafd-999a-4d3c-b42f-fcc843896f73,2025-06-16T12:36:23.188851,invoice,CONTACT21,ACCOUNT21,2625,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T11:46:23.188851,mail,CONTACT35,ACCOUNT35,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T11:56:23.188851,meeting,CONTACT35,ACCOUNT35,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""enthusiasm""}",,,,closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T12:06:23.188851,call,CONTACT35,ACCOUNT35,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T12:16:23.188851,quote,CONTACT35,ACCOUNT35,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T12:26:23.188851,salesorder,CONTACT35,ACCOUNT35,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b01fcaf7-581b-429d-8bf1-61f357c5a82e,2025-06-28T12:36:23.188851,invoice,CONTACT35,ACCOUNT35,9131,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b0e4d052-0b1c-4233-b461-479d55efe647,2025-07-01T11:46:23.199626,mail,CONTACT4,ACCOUNT4,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
b0e4d052-0b1c-4233-b461-479d55efe647,2025-07-01T11:56:23.199626,call,CONTACT4,ACCOUNT4,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
b0e4d052-0b1c-4233-b461-479d55efe647,2025-07-01T12:06:23.199626,meeting,CONTACT4,ACCOUNT4,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
b0e4d052-0b1c-4233-b461-479d55efe647,2025-07-01T12:16:23.199626,call,CONTACT4,ACCOUNT4,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
b0e4d052-0b1c-4233-b461-479d55efe647,2025-07-01T12:26:23.199626,call,CONTACT4,ACCOUNT4,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T11:46:23.188851,mail,CONTACT37,ACCOUNT37,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""enthusiasm""}",,,,,,closed won
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T11:56:23.188851,meeting,CONTACT37,ACCOUNT37,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T12:06:23.188851,call,CONTACT37,ACCOUNT37,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T12:16:23.188851,quote,CONTACT37,ACCOUNT37,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T12:26:23.188851,salesorder,CONTACT37,ACCOUNT37,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b4165547-15da-4ba1-9af3-b66df9602ce3,2025-06-21T12:36:23.188851,invoice,CONTACT37,ACCOUNT37,2152,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T11:46:23.188851,mail,CONTACT17,ACCOUNT17,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T11:56:23.188851,meeting,CONTACT17,ACCOUNT17,,needs analysis,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T12:06:23.188851,call,CONTACT17,ACCOUNT17,,proposal,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T12:16:23.188851,quote,CONTACT17,ACCOUNT17,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T12:26:23.188851,salesorder,CONTACT17,ACCOUNT17,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b4a49785-abd0-4869-a035-e6b6975b135c,2025-06-19T12:36:23.188851,invoice,CONTACT17,ACCOUNT17,8977,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T11:46:23.195106,mail,CONTACT37,ACCOUNT37,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T11:56:23.195106,call,CONTACT37,ACCOUNT37,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:06:23.195106,call,CONTACT37,ACCOUNT37,,needs analysis,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:16:23.195106,meeting,CONTACT37,ACCOUNT37,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:26:23.195106,call,CONTACT37,ACCOUNT37,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:36:23.195106,quote,CONTACT37,ACCOUNT37,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:46:23.195106,salesorder,CONTACT37,ACCOUNT37,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b5b56142-1b28-43c3-85e3-2e4583039ae6,2025-06-27T12:56:23.195106,invoice,CONTACT37,ACCOUNT37,2933,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T11:46:23.188851,mail,CONTACT46,ACCOUNT46,,qualification,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,,,closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T11:56:23.188851,meeting,CONTACT46,ACCOUNT46,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T12:06:23.188851,call,CONTACT46,ACCOUNT46,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T12:16:23.188851,quote,CONTACT46,ACCOUNT46,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T12:26:23.188851,salesorder,CONTACT46,ACCOUNT46,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b60fcd4a-540a-4b26-b641-bc06820c67aa,2025-06-23T12:36:23.188851,invoice,CONTACT46,ACCOUNT46,7408,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T11:46:23.188851,mail,CONTACT32,ACCOUNT32,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T11:56:23.188851,meeting,CONTACT32,ACCOUNT32,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""gratitude""}",,,,closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T12:06:23.188851,call,CONTACT32,ACCOUNT32,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T12:16:23.188851,quote,CONTACT32,ACCOUNT32,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T12:26:23.188851,salesorder,CONTACT32,ACCOUNT32,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b797a5a7-26e8-4510-b92e-5b5817942920,2025-06-21T12:36:23.188851,invoice,CONTACT32,ACCOUNT32,9739,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T11:46:23.188851,mail,CONTACT41,ACCOUNT41,,qualification,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,,,closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T11:56:23.188851,meeting,CONTACT41,ACCOUNT41,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T12:06:23.188851,call,CONTACT41,ACCOUNT41,,proposal,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T12:16:23.188851,quote,CONTACT41,ACCOUNT41,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T12:26:23.188851,salesorder,CONTACT41,ACCOUNT41,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b92f904c-0ae3-422c-ac0b-ff38a1fe6865,2025-06-27T12:36:23.188851,invoice,CONTACT41,ACCOUNT41,4310,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T11:46:23.188851,mail,CONTACT49,ACCOUNT49,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T11:56:23.188851,meeting,CONTACT49,ACCOUNT49,,needs analysis,,,"{""sentiment"": ""positive"", ""intent"": ""others"", ""emotion"": ""trust""}",,,,closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T12:06:23.188851,call,CONTACT49,ACCOUNT49,,proposal,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,,,closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T12:16:23.188851,quote,CONTACT49,ACCOUNT49,,negotiation,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T12:26:23.188851,salesorder,CONTACT49,ACCOUNT49,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
b9d7817f-1bcb-4928-ab05-96b843f937d2,2025-06-22T12:36:23.188851,invoice,CONTACT49,ACCOUNT49,2526,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
be16f4eb-ac7b-4354-b824-2ceb93f83491,2025-06-07T11:46:23.199626,mail,CONTACT13,ACCOUNT13,,qualification,"{""sentiment"": ""negative"", ""intent"": ""others"", ""emotion"": ""discontentment""}",,,,,,closed lost
be16f4eb-ac7b-4354-b824-2ceb93f83491,2025-06-07T11:56:23.199626,call,CONTACT13,ACCOUNT13,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
be16f4eb-ac7b-4354-b824-2ceb93f83491,2025-06-07T12:06:23.199626,meeting,CONTACT13,ACCOUNT13,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed lost
be16f4eb-ac7b-4354-b824-2ceb93f83491,2025-06-07T12:16:23.199626,call,CONTACT13,ACCOUNT13,,negotiation,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
be16f4eb-ac7b-4354-b824-2ceb93f83491,2025-06-07T12:26:23.199626,call,CONTACT13,ACCOUNT13,,closed lost,,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,closed lost
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T11:46:23.195106,mail,CONTACT4,ACCOUNT4,,qualification,"{""sentiment"": ""neutral"", ""intent"": ""request"", ""emotion"": ""neutral""}",,,,,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T11:56:23.195106,call,CONTACT4,ACCOUNT4,,qualification,,"{""sentiment"": ""positive"", ""intent"": ""gratitude"", ""emotion"": ""happy""}",,,,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:06:23.195106,call,CONTACT4,ACCOUNT4,,needs analysis,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:16:23.195106,meeting,CONTACT4,ACCOUNT4,,proposal,,,"{""sentiment"": ""neutral"", ""intent"": ""others"", ""emotion"": ""neutral""}",,,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:26:23.195106,call,CONTACT4,ACCOUNT4,,negotiation,,"{""sentiment"": ""positive"", ""intent"": ""request"", ""emotion"": ""trust""}",,,,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:36:23.195106,quote,CONTACT4,ACCOUNT4,,closed won,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:46:23.195106,salesorder,CONTACT4,ACCOUNT4,,closed won,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",,closed won
c496b035-fc7a-4159-8474-6622d1af8712,2025-06-07T12:56:23.195106,invoice,CONTACT4,ACCOUNT4,1202,closed won,,,,,,"{""sentiment"": ""positive"", ""intent"": ""purchase"", ""emotion"": ""happy""}",closed won
c790258f-aa29-4212-8bb1-cdc99111d125,2025-06-02T11:46:23.199626,mail,CONTACT1,ACCOUNT1,,qualification,"{""sentiment"": ""negative"", ""intent"": ""query"", ""emotion"": ""confusion""}",,,,,,closed lost
c790258f-aa29-4212-8bb1-cdc99111d125,2025-06-02T11:56:23.199626,call,CONTACT1,ACCOUNT1,,needs analysis,,"{""sentiment"": ""negative"", ""intent"": ""complaint"", ""emotion"": ""frustration""}",,,,,closed lost
